negative_comment	target	positive_comment	overall_comment	score	city_name	date
	上海明捷万丽酒店		非常棒 枕头非常舒服	10	shanghai	2019年2月16日
	上海浦西万怡酒店		简洁舒适，洗浴用品很好。	9.2	shanghai	2018年12月16日
	帝京酒店		位置很好，东铁直达；	10	hong-kong	2018年5月26日
	香港诺富特东荟城酒店		我为酒店点个赞。	10	hong-kong	2018年3月12日
	香港诺富特东荟城酒店		下单时，最好要提醒住客是否包早餐	9.6	hong-kong	2018年3月12日
	香港JW万豪酒店		非常满意	10	hong-kong	2018年2月25日
	香港W酒店		房间、位置、服务、早餐都还不错	7.5	hong-kong	2018年1月21日
	香港W酒店		地点，床，枕头，多头充电线。	9.6	hong-kong	2018年1月15日
	Mojo Nomad Aberdeen Harbour		完美，治愈，推荐	9.6	hong-kong	2018年4月25日
	康铂上海外滩店		保洁员非常非常好，值得赞扬！酒店前台服务尚可，有一个年龄稍大些的态度并不好，总体评分优秀	7.9	shanghai	2018年12月1日
	木的地酒店 – 中环		再也不来了！	6.7	hong-kong	2017年8月15日
	上海明捷万丽酒店		房间较为整洁：不足之处在于客房服务电话根本没有人接，而且订房的时候定的大床房，结果入住的时候告诉我没有了，简直让人生气。	5.4	shanghai	2019年1月23日
	上海浦西万怡酒店		床不舒服，躺下的左边床有凹凸不平，我睡了3晚就左边侧面痛...	7.1	shanghai	2018年12月7日
	帝京酒店		会考虑再次入住	7.9	hong-kong	2018年5月25日
	香港诺富特东荟城酒店		主要地理位置在东荟城，购物还是比较方便的	8.3	hong-kong	2018年3月12日
	香港JW万豪酒店		还行吧 早餐品种不是很多	9.2	hong-kong	2018年2月23日
	Mojo Nomad Aberdeen Harbour		非常棒	10	hong-kong	2018年4月23日
	Mojo Nomad Aberdeen Harbour		风景好，干净。	7.1	hong-kong	2018年4月19日
	康铂上海外滩店		干净‘舒适，地理位子方便。	8.8	shanghai	2018年11月19日
	木的地酒店 – 中环		交通方便、房间宽敞、餐饮众多	10	hong-kong	2017年7月10日
	木的地酒店 – 中环		中環最大方的hotel	10	hong-kong	2017年4月5日
	上海明捷万丽酒店		房间很宽敞，卫生间特别大，性价比不错	8.8	shanghai	2019年1月4日
	上海明捷万丽酒店		距离地铁近，员工很好	9.2	shanghai	2018年12月10日
	上海浦西万怡酒店		在该价位来说，酒店的服务，环境和位置是很不错的。	9.2	shanghai	2018年12月5日
	上海浦西万怡酒店		员工服务态度非常好，酒店位置离汉中路地铁站很近，出行方便...	10	shanghai	2018年12月3日
	帝京酒店		物有所值，值得推荐！！！！！！！！	10	hong-kong	2018年5月23日
	香港诺富特东荟城酒店		不能因特定原因而使房价涨太多	6.3	hong-kong	2018年3月11日
	香港诺富特东荟城酒店		比较满意	7.5	hong-kong	2018年3月10日
	香港JW万豪酒店		非常滿意，以後來香港還會選擇入住JW萬豪	10	hong-kong	2018年2月22日
	香港JW万豪酒店		1、酒店地理位置特别好，金钟地铁站可以直接走入酒店...	9.6	hong-kong	2018年2月22日
	香港JW万豪酒店		服务人员都很亲切尤其是前台小姐姐，床品很舒服...	9.2	hong-kong	2018年2月20日
	Mojo Nomad Aberdeen Harbour		棒！	8.8	hong-kong	2018年4月14日
	Mojo Nomad Aberdeen Harbour		环境不错，装修不错，干净	7.9	hong-kong	2018年4月13日
	康铂上海外滩店		愉悦舒适	7.5	shanghai	2018年11月16日
	木的地酒店 – 中环		还是会推荐给朋友的	9.2	hong-kong	2017年3月26日
	木的地酒店 – 中环		房间特别大	9.6	hong-kong	2019年1月26日
	上海明捷万丽酒店		较为满意	7.9	shanghai	2018年12月3日
	上海明捷万丽酒店		在贵软件提交大床房，但是酒店反馈未收到床型...	9.2	shanghai	2018年11月2日
	上海浦西万怡酒店		床很舒服	7.5	shanghai	2018年12月3日
	上海浦西万怡酒店		酒店的服务从前台，礼宾部到餐厅都非常好，非常周到。	10	shanghai	2018年11月25日
	帝京酒店		床很大，我三大一小，住起来刚好。	7.5	hong-kong	2018年5月22日
	帝京酒店		Excellent!	10	hong-kong	2018年5月21日
	香港诺富特东荟城酒店		离东荟城特别近，从酒店乘扶梯上去就到了。	8.8	hong-kong	2018年3月7日
	香港诺富特东荟城酒店		很棒！	9.2	hong-kong	2018年3月7日
	香港JW万豪酒店		1.	7.5	hong-kong	2018年2月19日
	Mojo Nomad Aberdeen Harbour		愉快的住宿体验	8.8	hong-kong	2018年4月13日
	康铂上海外滩店		价格就值在地点上	5.8	shanghai	2018年11月8日
	康铂上海外滩店		还不错	8.3	shanghai	2018年10月17日
	木的地酒店 – 中环		房间很好	10	hong-kong	2018年8月20日
	木的地酒店 – 中环		值得再次入住	10	hong-kong	2018年6月12日
	上海明捷万丽酒店		反正有选择的话，下次我可能不会住在这家店了。	6.7	shanghai	2018年10月13日
	上海明捷万丽酒店		房间憋闷...	7.9	shanghai	2018年9月24日
	上海浦西万怡酒店		还祘是一家不错的酒店。	7.9	shanghai	2018年11月18日
	上海浦西万怡酒店		下次还会来	8.8	shanghai	2018年11月2日
	帝京酒店		房间很整洁，服务人员礼貌。地理位置比较不错。	10	hong-kong	2018年5月18日
	香港诺富特东荟城酒店		床太小了	8.8	hong-kong	2018年3月6日
	香港诺富特东荟城酒店		挺好的	7.5	hong-kong	2018年3月4日
	香港诺富特东荟城酒店		逛街很方便	7.5	hong-kong	2018年3月2日
	香港JW万豪酒店		一个行李生破坏了万豪所有的形象！	6.3	hong-kong	2018年2月19日
	香港JW万豪酒店		物有所值	9.6	hong-kong	2018年2月19日
	Mojo Nomad Aberdeen Harbour		干净，整洁，入住5楼阳台很不错，面对海港！	9.2	hong-kong	2018年4月8日
	Mojo Nomad Aberdeen Harbour		整体满意，满足预期	10	hong-kong	2018年4月8日
	康铂上海外滩店		员工态度都很友善，床睡得也很舒服，地理位置非常棒，很安静...	8.3	shanghai	2018年10月12日
	康铂上海外滩店		位置	7.5	shanghai	2018年9月30日
	木的地酒店 – 中环		设计合理，感觉很温馨，有家的感觉	9.6	hong-kong	2018年1月9日
	木的地酒店 – 中环		设计很好	10	hong-kong	2017年10月30日
	木的地酒店 – 中环		刚开始觉得贵，而且不够档次，后来发现物有所值	8.8	hong-kong	2017年10月20日
	香港W酒店		满意	10	hong-kong	2017年12月7日
	上海明捷万丽酒店		非常差	2.9	shanghai	2018年9月21日
	上海明捷万丽酒店		最好可以连住一周	10	shanghai	2018年9月2日
	上海浦西万怡酒店		酒店整洁舒适、服务人员友善、环境相对清静。	9.2	shanghai	2018年10月21日
	上海浦西万怡酒店		非常棒的酒店，服务很专业，酒店的浴液特别好，柚子和薄荷味道的...	10	shanghai	2018年10月17日
	上海锦江汤臣洲际大酒店		非常棒的酒店！	9.6	shanghai	2019年3月18日
	帝京酒店		3人及以上性价比极高	9.6	hong-kong	2018年5月16日
	帝京酒店		酒店就在旺角东站的楼上，旺角东站D出口出来右转便是...	10	hong-kong	2018年5月16日
	香港诺富特东荟城酒店		从外回来中转回家很放松。	10	hong-kong	2018年2月27日
	香港诺富特东荟城酒店		有机场巴士	6.3	hong-kong	2018年2月22日
	香港JW万豪酒店		满意快乐的stay	9.6	hong-kong	2018年2月14日
	香港JW万豪酒店		下次还会来。	9.6	hong-kong	2018年2月8日
	Mojo Nomad Aberdeen Harbour		非常推荐！	10	hong-kong	2018年4月7日
	Mojo Nomad Aberdeen Harbour		挺不错	8.8	hong-kong	2018年4月7日
	Mojo Nomad Aberdeen Harbour		酒店和周边环境不错，靠海边，窗户大，公交也便利。	9.6	hong-kong	2018年4月4日
	康铂上海外滩店		性价比蛮高的商旅	7.9	shanghai	2018年9月28日
	康铂上海外滩店		这酒店位置很好的，交通便利的。	9.6	shanghai	2018年9月17日
	木的地酒店 – 中环		房间很舒适。	9.6	hong-kong	2017年8月23日
	木的地酒店 – 中环		房间很不错！	9.6	hong-kong	2017年6月27日
	木的地酒店 – 中环		门口有点小	9.6	hong-kong	2017年6月8日
	上海明捷万丽酒店		交通非常便利，酒店B1层就是地铁...	10	shanghai	2018年8月20日
	上海明捷万丽酒店		很推荐	8.8	shanghai	2018年8月20日
	香港W酒店		3pm checkin等候时间太长	9.2	hong-kong	2017年12月6日
	香港W酒店		前台服务好	8.8	hong-kong	2017年11月28日
	香港W酒店		酒店不送早餐	9.6	hong-kong	2017年11月18日
	上海浦西万怡酒店		地理位置不错，给矿泉水很痛快，早餐凑合	5.0	shanghai	2018年10月11日
	上海安曼纳卓悦大酒店		地理位置非常好，酒店很新很现代，服务不错，房间大，床太喜欢了！	10	shanghai	2019年3月16日
	上海锦江汤臣洲际大酒店		非常满意，服务员非常热情，特别是吧台服务员的细心周到的点餐服务服	9.2	shanghai	2019年2月28日
	上海锦江汤臣洲际大酒店		地理位置很不错，交通便利！	6.3	shanghai	2019年2月20日
	帝京酒店		很满意的酒店，与新世纪百货相连接，购物用餐都很方便，毗邻地铁站，交通也很便捷	10	hong-kong	2018年5月15日
	帝京酒店		除了地点超好，没别的了。	7.1	hong-kong	2018年5月12日
	香港诺富特东荟城酒店		基本符合预期	8.8	hong-kong	2018年2月22日
	香港诺富特东荟城酒店		不会再住	6.3	hong-kong	2018年2月19日
	香港JW万豪酒店		不错	9.6	hong-kong	2018年2月3日
	香港JW万豪酒店		非常方便。	10	hong-kong	2018年1月23日
	Mojo Nomad Aberdeen Harbour		感受不错	10	hong-kong	2018年4月4日
	Mojo Nomad Aberdeen Harbour		舒适超值	10	hong-kong	2018年4月3日
	Mojo Nomad Aberdeen Harbour		满意	9.6	hong-kong	2018年3月26日
	康铂上海外滩店		地理位置得天独厚，硬件设施也很好。	7.9	shanghai	2018年9月15日
	康铂上海外滩店		床垫很舒服，不软不硬。	8.3	shanghai	2018年9月14日
	木的地酒店 – 中环		空调风机声音稍大	9.2	hong-kong	2017年5月14日
	上海明捷万丽酒店		还是一间非常不错的酒店，推荐	9.2	shanghai	2018年4月17日
	上海明捷万丽酒店		房间还算舒服	3.3	shanghai	2018年4月11日
	香港W酒店		地點佳，設備新穎	9.6	hong-kong	2017年11月2日
	上海浦西万怡酒店		服务态度不错	9.2	shanghai	2018年9月10日
	上海浦西万怡酒店		地理位置和酒店设施都不错，对面就是蓝蛙，楼下有便利店...	9.2	shanghai	2018年8月20日
	上海安曼纳卓悦大酒店		整体不错，服务细节有待提高	8.3	shanghai	2019年3月16日
	上海安曼纳卓悦大酒店		性价比高，位置好，新酒店干净～周围吃的很多。	7.1	shanghai	2019年3月13日
	上海锦江汤臣洲际大酒店		虽然装修有点年代感，但staff的服务真的好贴心，对于我而言...	7.5	shanghai	2019年1月29日
	帝京酒店		地理位置特别方便，酒店和商场连在一起...	10	hong-kong	2018年5月10日
	帝京酒店		地理位置可以 舒适感还是可以的 细节不够完美和干净	7.1	hong-kong	2018年5月9日
	香港JW万豪酒店		酒店的位置非常方便，楼下就是太古广场和地铁站。	10	hong-kong	2018年1月21日
	Mojo Nomad Aberdeen Harbour		开心~舒适	8.3	hong-kong	2018年3月16日
	康铂上海外滩店		位置非常好，豫园、外滩、上博步行十几分钟即达！	10	shanghai	2018年8月16日
	木的地酒店 – 中环		不错	9.6	hong-kong	2017年4月16日
	上海明捷万丽酒店		地理位置好！很舒适	7.9	shanghai	2018年4月3日
	香港W酒店		一般	6.3	hong-kong	2017年10月9日
	香港W酒店		房间音乐	10	hong-kong	2017年9月1日
	上海浦西万怡酒店		地位很好 火车站附近 旁边就是洲际 对面就有商场很方便	9.6	shanghai	2018年8月5日
	上海浦西万怡酒店		冷气不够	6.3	shanghai	2018年8月3日
	上海安曼纳卓悦大酒店		地理位置，酒店设施，住宿环境都还是不错的。	5.8	shanghai	2019年3月12日
	上海安曼纳卓悦大酒店		酒店地理位置极佳，方便出入。	9.6	shanghai	2019年3月11日
	上海锦江汤臣洲际大酒店		舒适	9.2	shanghai	2018年11月6日
	上海锦江汤臣洲际大酒店		床舒服，卫生看上去不错，客房服务不错，接待不错	6.7	shanghai	2018年10月9日
	帝京酒店		性价比超级高，体验很棒，下次还会住，会推荐给身边的人	10	hong-kong	2018年5月6日
	帝京酒店		满意，超预期	9.6	hong-kong	2018年5月1日
	香港JW万豪酒店		环境好，服务好，交通出行方便。	8.3	hong-kong	2018年1月16日
	Mojo Nomad Aberdeen Harbour		绝对抵得住！此价格非常推荐，交通也挺好。	9.2	hong-kong	2018年3月15日
	Mojo Nomad Aberdeen Harbour		房间干净舒适；	8.8	hong-kong	2018年3月15日
	Mojo Nomad Aberdeen Harbour		住宿体验很糟糕，很不愉快	5.0	hong-kong	2018年3月8日
	康铂上海外滩店		舒适整洁！	8.8	shanghai	2018年8月15日
	康铂上海外滩店		房间隔音比较好，有两个双层玻璃的窗户...	8.8	shanghai	2018年8月14日
	上海明捷万丽酒店		房间宽敞，价位合适，无线很好用，直通地铁站。	6.7	shanghai	2018年3月13日
	上海明捷万丽酒店		很干净	7.1	shanghai	2018年2月27日
	香港W酒店		很一般	5.4	hong-kong	2017年8月28日
	香港W酒店		完美中的完美	10	hong-kong	2017年8月23日
	香港W酒店		没有	10	hong-kong	2017年7月27日
	上海浦西万怡酒店		check...	7.5	shanghai	2018年6月16日
	上海浦西万怡酒店		住宿体验	9.2	shanghai	2018年5月30日
	上海安曼纳卓悦大酒店		不会再次入住，也会建议朋友不要入住。	4.2	shanghai	2019年3月8日
	上海安曼纳卓悦大酒店		一般	7.1	shanghai	2019年3月6日
	上海锦江汤臣洲际大酒店		酒店地址在浦东，位置其实算可以的，周边有两三个商圈...	7.9	shanghai	2018年10月9日
	上海锦江汤臣洲际大酒店		可能装修时间比较久了 比较陈旧 细节没打扫到位...	3.3	shanghai	2018年10月7日
	帝京酒店		方便 舒适 会继续选择这家	10	hong-kong	2018年4月30日
	帝京酒店		酒店不错，员工需要提升	9.6	hong-kong	2018年4月20日
	帝京酒店		位置很好，酒店就在Moko商场里面，逛街购物很方便。	9.6	hong-kong	2018年4月17日
	帝京酒店		被女儿看中的一家酒店，不错	10	hong-kong	2018年4月17日
	香港JW万豪酒店		虽然房间设施陈旧但是很干净，服务态度很好...	8.8	hong-kong	2018年1月7日
	Mojo Nomad Aberdeen Harbour		无敌的海湾夜景	9.6	hong-kong	2018年3月6日
	Mojo Nomad Aberdeen Harbour		差	5.8	hong-kong	2018年3月6日
	康铂上海外滩店		入住很舒服但离地铁站较远	8.3	shanghai	2018年7月24日
	上海明捷万丽酒店		舒适贴心	10	shanghai	2018年2月22日
	上海明捷万丽酒店		楼下是地铁 非常方便 楼下有小杨生煎 太好吃 大堂宽敞明亮...	10	shanghai	2017年12月30日
	香港W酒店		很喜欢酒店的风格 夜店风很适合年轻人  购物非常方便 楼下就是圆方 酒店服务也很好	9.6	hong-kong	2017年7月26日
	香港W酒店		在园方里，挺方便的地理位置	8.3	hong-kong	2017年7月3日
	上海浦西万怡酒店		差强人意	7.5	shanghai	2018年5月27日
	上海浦西万怡酒店		地理位置好	7.5	shanghai	2018年5月21日
	上海安曼纳卓悦大酒店		电视 在浴室可以调节电视的声音	5.0	shanghai	2019年3月4日
	上海安曼纳卓悦大酒店		价格适中。	7.9	shanghai	2019年2月19日
	上海锦江汤臣洲际大酒店		舒适	7.1	shanghai	2018年10月5日
	上海锦江汤臣洲际大酒店		房间干净明亮，前台还给升级了行政房，服务也很好	9.2	shanghai	2018年9月19日
	帝京酒店		整体还是不错的，就是客房（尤其是床）的卫生一定要提高。	6.7	hong-kong	2018年4月15日
	帝京酒店		位置出行很方便。	7.5	hong-kong	2018年4月14日
	香港JW万豪酒店		真的很方便，员工也很NICE，前台和礼宾部的小伙子服务到位...	10	hong-kong	2017年12月26日
	香港JW万豪酒店		海景房名不付实	7.9	hong-kong	2017年12月20日
	香港JW万豪酒店		很感谢酒店的特殊安排，也感谢酒店为我们换了高楼层的海景房...	10	hong-kong	2017年12月20日
	Mojo Nomad Aberdeen Harbour		非常舒服！	9.6	hong-kong	2018年2月26日
	Mojo Nomad Aberdeen Harbour		适合年青人入住	8.8	hong-kong	2018年2月25日
	康铂上海外滩店		住的很好，但是不会超出预期。	8.3	shanghai	2018年7月14日
	康铂上海外滩店		地理位置非常好 但是前台服务员态度非常差	4.2	shanghai	2018年7月12日
	康铂上海外滩店		还可以，性价比之选	7.9	shanghai	2018年7月10日
	上海明捷万丽酒店		非常好的酒店	10	shanghai	2017年10月26日
	上海明捷万丽酒店		自助餐没法吃	4.6	shanghai	2017年9月8日
	香港W酒店		很舒服的一次放松	8.8	hong-kong	2017年5月31日
	香港W酒店		位置很好，员工非常热情。	8.8	hong-kong	2017年5月23日
	香港W酒店		交通很便利	8.3	hong-kong	2017年5月15日
	上海浦西万怡酒店		物超所值 温馨舒适高效	9.6	shanghai	2018年5月6日
	上海浦西万怡酒店		较满意，位置好找。	10	shanghai	2018年4月23日
	香港诺富特东荟城酒店		地理位置，性价比	9.6	hong-kong	2018年2月19日
	上海安曼纳卓悦大酒店		床、寝具、毛巾都非常舒服；	8.3	shanghai	2019年2月19日
	上海安曼纳卓悦大酒店		总的来说还是很好的	9.2	shanghai	2019年2月16日
	上海锦江汤臣洲际大酒店		晚上七点才入住，免费升级了房型，谢谢。	10	shanghai	2018年8月23日
	上海锦江汤臣洲际大酒店		性价比高，值得再次入住	9.6	shanghai	2018年8月20日
	帝京酒店		房间是两个1米5的大床，可以睡得很舒服。	8.3	hong-kong	2018年4月6日
	帝京酒店		还不错的入住体验	9.6	hong-kong	2018年4月3日
	香港JW万豪酒店		五星级酒店能做到这样真心不容易👍👍👍	9.6	hong-kong	2017年12月18日
	香港JW万豪酒店		下次还是会继续选择的	10	hong-kong	2017年10月30日
	Mojo Nomad Aberdeen Harbour		非常好 虽然远 交通便利 住的是家庭间 家人们都很满意	10	hong-kong	2018年2月25日
	Mojo Nomad Aberdeen Harbour		整体住宿条件不错，干净整洁。	7.1	hong-kong	2018年2月24日
	康铂上海外滩店		酒店离地铁比较近，洗漱台实在是高，小孩子够不到。	7.9	shanghai	2018年7月4日
	康铂上海外滩店		房间设施不错，也比较干净。	6.7	shanghai	2018年6月10日
	上海明捷万丽酒店		近地铁	4.6	shanghai	2017年9月1日
	香港W酒店		感官享受	7.5	hong-kong	2017年5月7日
	香港W酒店		舒适方便	7.5	hong-kong	2017年4月19日
	上海浦西万怡酒店		回头客。	8.3	shanghai	2018年3月19日
	上海浦西万怡酒店		差强人意	6.7	shanghai	2018年2月25日
	上海安曼纳卓悦大酒店		位置不错，很方便。	7.5	shanghai	2019年2月12日
	香港诺富特东荟城酒店		无	3.3	hong-kong	2018年2月18日
	香港诺富特东荟城酒店		只有两个充电插头可以用	5.0	hong-kong	2018年2月14日
	上海锦江汤臣洲际大酒店		地理位置超赞，出入非常方便，周围超市、商场、餐厅一应俱全。	9.6	shanghai	2018年8月16日
	上海锦江汤臣洲际大酒店		一家中规中矩的准5★酒店	6.3	shanghai	2018年7月30日
	帝京酒店		很满意的住宿，早晚部不吵，隔音好	10	hong-kong	2018年4月2日
	帝京酒店		可以再住	8.3	hong-kong	2018年4月2日
	Mojo Nomad Aberdeen Harbour		很赞，非常	2.9	hong-kong	2018年2月23日
	Mojo Nomad Aberdeen Harbour		总体满意，局部可以做得更好、	7.5	hong-kong	2018年2月23日
	Mojo Nomad Aberdeen Harbour		房间配上电话方便与前台的沟通。	7.9	hong-kong	2018年2月22日
	康铂上海外滩店		干净，木地板，设施新，早餐种类不多，但是品质不错	7.1	shanghai	2018年5月28日
	康铂上海外滩店		酒店卫生很好，是地板不是地毯，省去了鼻炎的烦恼。	9.6	shanghai	2018年5月27日
	康铂上海外滩店		酒店地理位置不错，离外滩步行可达，环境也不错	7.1	shanghai	2018年5月19日
	上海明捷万丽酒店		地下一就是地铁口，交通方便。	10	shanghai	2017年8月20日
	上海明捷万丽酒店		总体还是很满意的，以后还会选择在这里住宿	9.6	shanghai	2017年7月31日
	上海浦西万怡酒店		性价比很高的酒店	10	shanghai	2018年2月19日
	上海浦西万怡酒店		服务好，设施不错	10	shanghai	2018年1月5日
	上海安曼纳卓悦大酒店		很好的体验，家人都很满意。	10	shanghai	2019年2月11日
	香港诺富特东荟城酒店		服务好，环境好，干净，地理位置棒！	10	hong-kong	2018年2月14日
	香港诺富特东荟城酒店		床太小了。	4.6	hong-kong	2018年2月13日
	上海锦江汤臣洲际大酒店		早餐、服务细节	9.6	shanghai	2018年6月11日
	上海锦江汤臣洲际大酒店		勉强凑合，下次不想再住。	6.7	shanghai	2018年3月30日
	帝京酒店		香港的酒店和国内同价位的酒店是不能比的，不要报太美好的喜忘，就不会失望	5.5	hong-kong	2018年3月31日
	帝京酒店		办理入住时向我收了HK1000deposit没有开收据...	6.3	hong-kong	2018年3月24日
	Mojo Nomad Aberdeen Harbour		很惊喜的入住体验	8.3	hong-kong	2018年2月22日
	康铂上海外滩店		早餐另付，选样不多。	5.8	shanghai	2018年5月11日
	康铂上海外滩店		其实可以做得更好，价位再高点也可以接受	5.4	shanghai	2018年5月11日
	康铂上海外滩店		酒店内的上海菜饭套餐很赞，员工的服务态度都很好，房间很干净...	9.6	shanghai	2018年5月8日
	康铂上海外滩店		非常难过	4.6	shanghai	2018年5月7日
	上海明捷万丽酒店		在办理入住期间前台工作人员并未告知当天下午酒店将进行消防演习...	4.2	shanghai	2017年7月27日
	上海明捷万丽酒店		不想再去了	5.0	shanghai	2017年6月20日
	上海浦西万怡酒店		很棒	9.6	shanghai	2017年11月27日
	上海浦西万怡酒店		虽然不在市中心但交通便利, 服务好设施好, 值得再入住	9.2	shanghai	2017年11月22日
	上海浦西万怡酒店		入住之前想的太好。	3.8	shanghai	2017年9月11日
	香港诺富特东荟城酒店		非常舒适实用的机场中转酒店	8.3	hong-kong	2018年2月13日
	香港诺富特东荟城酒店		服务好，设施好，交通方便	9.2	hong-kong	2018年2月9日
	上海安曼纳卓悦大酒店		性价比无敌	9.2	shanghai	2019年2月9日
	上海安曼纳卓悦大酒店		很不错的美好体验	9.6	shanghai	2019年2月9日
	上海锦江汤臣洲际大酒店		不错的体验	8.8	shanghai	2018年2月20日
	上海锦江汤臣洲际大酒店		从酒店价位来看不值得入住	7.9	shanghai	2018年2月8日
	帝京酒店		大套间，在香港来说非常舒服了！	9.6	hong-kong	2018年3月23日
	帝京酒店		地理位置优越，从深圳过来，坐港铁线，旺角下就可以了。	10	hong-kong	2018年3月22日
	Mojo Nomad Aberdeen Harbour		性价比高 适合旅行	9.2	hong-kong	2018年2月22日
	Mojo Nomad Aberdeen Harbour		春节期间去香港住宿是最重要的问题，在网上查阅了很多酒店...	10	hong-kong	2018年2月21日
	康铂上海外滩店		很舒适的酒店	9.2	shanghai	2018年4月24日
	康铂上海外滩店		位置在很具生活气息的老上海小街道，闹中取静。	8.8	shanghai	2018年4月18日
	上海明捷万丽酒店		确认邮件说早餐是到十点半 十点电话前台答复说早餐只到十点	7.5	shanghai	2017年5月25日
	上海明捷万丽酒店		床！	7.9	shanghai	2017年5月22日
	上海浦西万怡酒店		很不错的入住体验	8.3	shanghai	2017年9月10日
	上海浦西万怡酒店		超級滿意的一次	10	shanghai	2017年8月29日
	香港诺富特东荟城酒店		适合作为机场附近的过渡酒店	7.5	hong-kong	2018年2月8日
	香港诺富特东荟城酒店		适合购物的酒店	8.3	hong-kong	2018年2月4日
	上海安曼纳卓悦大酒店		在也不会考虑网上预订	4.6	shanghai	2019年2月8日
	上海安曼纳卓悦大酒店		不错!	9.6	shanghai	2019年2月8日
	上海锦江汤臣洲际大酒店		OK。挺好的。商务出差很便利。舒适	8.3	shanghai	2018年1月31日
	上海锦江汤臣洲际大酒店		属于住过就会忘掉，下次想起来第一反应也是再找找其他酒店的感觉。	7.1	shanghai	2018年1月15日
	帝京酒店		非常满意，床很大很舒服，浴室也足够大...	9.6	hong-kong	2018年3月22日
	帝京酒店		住的很舒服，干净，睡觉非常好，楼下是商场，购物方便，服务很好...	10	hong-kong	2018年3月19日
	Mojo Nomad Aberdeen Harbour		十分超值，和朋友入住得很开心。日后会再次入住	8.8	hong-kong	2018年2月21日
	Mojo Nomad Aberdeen Harbour		舒适，清洁。	7.9	hong-kong	2018年2月20日
	康铂上海外滩店		带孩子去，尽量选择更有为儿童考虑服务的酒店。	6.7	shanghai	2018年4月2日
	康铂上海外滩店		作为经济型酒店，酒店设计挺NICE的	7.1	shanghai	2018年4月1日
	上海明捷万丽酒店		1.	6.7	shanghai	2017年5月20日
	上海明捷万丽酒店		大浴缸，停车位	10	shanghai	2017年5月3日
	上海浦西万怡酒店		服务态度让我很不舒服	5.8	shanghai	2017年8月16日
	上海浦西万怡酒店		坑！	5.4	shanghai	2017年8月5日
	上海浦西万怡酒店		床睡起来特别舒服 出行很方便 房间很大 但是有浴缸就完美了	9.6	shanghai	2017年4月17日
	香港JW万豪酒店		舒适，顺心	10	hong-kong	2017年10月29日
	香港诺富特东荟城酒店		还不错	10	hong-kong	2018年2月3日
	香港诺富特东荟城酒店		舒适 优雅	7.5	hong-kong	2018年2月2日
	上海安曼纳卓悦大酒店		行政酒廊有套餐的便食，不用出酒店就能解决晚餐，真不错！	8.8	shanghai	2019年2月3日
	上海安曼纳卓悦大酒店		床十分舒服 吹风机很给力	6.3	shanghai	2019年1月29日
	上海锦江汤臣洲际大酒店		房间清理非常干净、非常满意.	7.5	shanghai	2018年1月7日
	上海宝华万豪酒店		适合短时居住	8.8	shanghai	2019年3月17日
	帝京酒店		地理位置优越，房间设施齐全。	10	hong-kong	2018年3月18日
	Mojo Nomad Aberdeen Harbour		房间干净	7.1	hong-kong	2018年2月19日
	Mojo Nomad Aberdeen Harbour		出乎意料的住宿體驗	9.6	hong-kong	2018年2月7日
	康铂上海外滩店		房间干净 卫生间很好用 地理位置太好了 感觉价格很值...	7.9	shanghai	2018年3月19日
	上海明捷万丽酒店		酒店设施一流，五星级标准。	9.6	shanghai	2017年4月19日
	上海明捷万丽酒店		卫生	7.9	shanghai	2019年2月7日
	上海浦西万怡酒店		酒店的自助早餐很丰盛，不错！	7.1	shanghai	2017年4月9日
	香港JW万豪酒店		非常方便的地理位置，连通商场和MTR	7.9	hong-kong	2017年10月22日
	香港JW万豪酒店		总体不错	8.3	hong-kong	2017年10月12日
	香港JW万豪酒店		服务优良位置优越	8.3	hong-kong	2017年10月9日
	香港诺富特东荟城酒店		购物很方便	8.8	hong-kong	2018年2月1日
	上海安曼纳卓悦大酒店		干净，舒适，硬件好，性价比不错。	8.3	shanghai	2019年1月29日
	上海安曼纳卓悦大酒店		有一点小失望	6.3	shanghai	2019年1月17日
	上海安曼纳卓悦大酒店		床挺舒服的	8.8	shanghai	2019年1月14日
	上海锦江汤臣洲际大酒店		距离地铁站很近，2、4、6、9号线都可以在附近换乘，出行方便。	10	shanghai	2018年1月3日
	上海宝华万豪酒店		干净，房间大	7.5	shanghai	2019年2月20日
	帝京酒店		总体不错	8.3	hong-kong	2018年3月14日
	帝京酒店		豪华 新 现代感设计 泳池 温泉池很大很新很少人用  桑拿...	10	hong-kong	2018年3月13日
	Mojo Nomad Aberdeen Harbour		总体上满意，有好感，还会过去~	9.2	hong-kong	2018年1月29日
	康铂上海外滩店		整体还算满意，房间干净，交通方便	6.7	shanghai	2018年3月14日
	康铂上海外滩店		地理位置很好，虽然在小巷子里但是不难找，离豫园和南京路都很近。	10	shanghai	2018年3月12日
	上海明捷万丽酒店		符合预期，很舒服。	7.5	shanghai	2018年12月27日
	上海明捷万丽酒店		房间比较大，交通非常便捷	10	shanghai	2018年9月17日
	上海浦西万怡酒店		整體服務與硬體設備都算中上等級的飯店	8.8	shanghai	2017年3月31日
	上海浦西万怡酒店		非常棒的体验	10	shanghai	2019年3月17日
	香港JW万豪酒店		房间同床都不错;	7.1	hong-kong	2017年10月3日
	上海安曼纳卓悦大酒店		愉快的入住	10	shanghai	2019年1月10日
